path,status,owning_agent,finding_ids,acceptance_criteria,reason_required,classification,keep_or_revert,test_coverage,risk
"docs/qa/release/p0-a/05_diff_scope_matrix.csv","??","Scope & Diff Auditor","P0-A-EVIDENCE","Classify every frozen tracked path, relevant P0-A untracked artifact and legacy exclusion with no unexplained file","This file is the Phase-1 review manifest and is validated against git-status/untracked snapshot manifests","REPORT_REQUIRED","KEEP","Import-Csv schema/count/path-set validation; git diff --check","Low: required gate artifact"
"docs/qa/release/p0-a/06_scope_reduction_report.md","??","Scope & Diff Auditor","P0-A-EVIDENCE","Summarize retained/reverted/excluded counts, approved coupling and stop/go result","Required Phase-1 narrative explains why expanded domains are boundaries and identifies generated/legacy exclusions","REPORT_REQUIRED","KEEP","Counts derived from 05_diff_scope_matrix.csv and snapshot manifests","Low: required reviewer handoff"
"docs/qa/launch/full-audit-v3/00_executive_launch_readiness.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior full-audit executive NO-GO summary; not stabilization evidence","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/01_release_git_state.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior audit Git-state report from a separate task","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/02_file_coverage_summary.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior audit repository coverage summary","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/03_baseline_build_test_health.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior audit baseline health report, superseded here by differential gate","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/04_architecture_system_map.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior whole-system architecture map, not a P0-A change","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/05_frontend_route_ux_audit.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior broad UX/route audit; unrelated cleanup is prohibited","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/06_design_visual_accessibility_audit.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior visual/accessibility audit outside P0-A findings","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/07_backend_api_audit.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior broad backend API audit, not generated by stabilization","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/08_database_data_content_audit.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior DB/content audit; P0-A performs no migration/content work","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/09_auth_security_privacy_audit.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Source launch audit artifact, not completion evidence for this branch","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/10_ai_recommendation_truthfulness.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior broad AI/recommendation audit; only cited findings are in scope","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/11_feature_wiring_audit.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior whole-product wiring report outside stabilization deliverables","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/12_performance_reliability_audit.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior performance/reliability audit; unrelated optimization is prohibited","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/13_media_contract_audit.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior media audit; media/raw work is explicitly excluded","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/14_dead_code_cleanup_candidates.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior cleanup candidate report; unrelated cleanup is prohibited","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/15_test_coverage_quality.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior global test audit, not P0-A final test ledger","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/16_deploy_vps_operations.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior deployment/operations report; production deploy is prohibited","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/17_two_week_launch_execution_plan.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior launch plan, not this stabilization execution report","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/AUDIT_PROGRESS.md","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior audit progress tracker with no P0-A implementation evidence","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/architecture_map.json","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Machine-readable prior whole-system map; unrelated report artifact","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/content_findings.csv","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior content findings dataset; recipe/content work is excluded","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/db_model_coverage.csv","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior schema coverage dataset; no P0-A migration/schema work","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/dead_code_candidates.csv","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior dead-code dataset; cleanup is outside scope","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/endpoint_coverage.csv","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior global endpoint inventory; not a P0-A consumer inventory","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/feature_truthfulness_matrix.csv","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior product truthfulness matrix; not branch completion evidence","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/feature_wiring_matrix.csv","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior global feature-wiring data; unrelated to six finding fixes","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/file_coverage.csv","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior all-files coverage dataset; superseded only for P0-A by this matrix","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/findings.json","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior audit findings source; remains external input, not branch output","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/media_contract.csv","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior media contract dataset; media/raw assets are excluded","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/route_coverage.csv","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior global route inventory; unrelated to scoped fixes","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/screenshots/cook-480.png","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior audit Cook viewport screenshot; not timestamped P0-A QA evidence","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/screenshots/login-390-viewport.png","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior audit login viewport screenshot; not P0-A two-account evidence","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/screenshots/login-390.png","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior audit login screenshot duplicate family; not P0-A evidence","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/screenshots/onboarding-360.png","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior audit onboarding screenshot predating current implementation","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"docs/qa/launch/full-audit-v3/screenshots/recipe-detail-430.png","??","Legacy Full Audit v3 (not P0-A)","OUT_OF_SCOPE","Remain untouched/untracked and absent from every P0-A stage/commit","Prior audit recipe screenshot; recipe/media artifacts are excluded","LEGACY_UNTRACKED_EXCLUDE","EXCLUDE","Snapshot manifest count and explicit-stage review only","Medium: `git add -A` would accidentally publish unrelated legacy evidence"
"apps/server/src/admin/admin.controller.spec.ts","M","Admin Diagnostics Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/admin/admin.controller.ts","M","Admin Diagnostics Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/admin/admin.service.spec.ts","M","Admin Diagnostics Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/admin/admin.service.ts","M","Admin Diagnostics Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/admin/admin-users.service.spec.ts","M","Admin Diagnostics Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/admin/admin-users.service.ts","M","Admin Diagnostics Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/admin/observability.service.spec.ts","M","Admin Diagnostics Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/admin/observability.service.ts","M","Admin Diagnostics Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/ai/tools/explain-recommendation.tool.spec.ts","M","Optional Consumer Closure Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/ai/tools/explain-recommendation.tool.ts","M","Optional Consumer Closure Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/analytics/intelligence/analytics-intelligence.service.spec.ts","M","Analytics Population Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/analytics/intelligence/analytics-intelligence.service.ts","M","Analytics Population Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/analytics/intelligence/analytics-l4-16-qa-gate.spec.ts","M","Analytics Population Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/analytics/intelligence/optional-processing-boundary.spec.ts","??","Analytics Population Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/analytics/intelligence/optional-processing-boundary.ts","??","Analytics Population Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/behavior-engine/identity/identity-dimension.builder.spec.ts","??","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/behavior-engine/identity/identity-dimension.builder.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/behavior-engine/processors/direct-processor-runtime-gates.spec.ts","??","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/behavior-engine/processors/fi-step-1-learn-from-rejection.spec.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/behavior-engine/processors/meal-plan.signal-processor.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/behavior-engine/processors/personalization.signal-processor.spec.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/behavior-engine/processors/personalization.signal-processor.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/behavior-engine/processors/recipe.signal-processor.cook-loop.spec.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/behavior-engine/processors/recipe.signal-processor.cuisine.spec.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/behavior-engine/processors/recipe.signal-processor.spec.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/behavior-engine/processors/recipe.signal-processor.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/behavior-engine/processors/recommendation.signal-processor.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/behavior-engine/processors/shopping.signal-processor.spec.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/behavior-engine/processors/shopping.signal-processor.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/behavior-engine/routing/event-router.service.spec.ts","??","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; any current full-suite failure remains explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/behavior-engine/routing/event-router.service.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing/admin safety boundary and must remain review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/behavior-engine/signals/signal-calculator.service.spec.ts","??","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; current failures remain explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/behavior-engine/signals/signal-calculator.service.ts","M","Direct Processor Runtime Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing safety boundary and remains review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/experimentation/experiment-engine.service.spec.ts","??","Recommendation Consent Epoch Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; current failures remain explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
"apps/server/src/experimentation/experiment-engine.service.ts","M","Recommendation Consent Epoch Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen source belongs to the final optional-processing safety boundary and remains review-visible","Added after final implementation freeze; absent from the earlier matrix snapshot","BOUNDARY_REQUIRED","KEEP","Companion focused specs; server build; frozen full-suite differential","High: omission would hide a final security/privacy boundary change"
"apps/server/src/governance/governance-insights.service.spec.ts","M","Optional Consumer Closure Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frozen companion test is retained and classified; current failures remain explicit in report 09","Added after final implementation freeze; absent from the earlier matrix snapshot","TEST_REQUIRED","KEEP","Self; frozen full-suite differential report 09","Low: test-only classification; failing assertions are not waived"
