severity,phrase,allowlistStatus,reason
"MEDIUM","ing_whole_egg_raw→ing_ground_flaxseed","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","حذف ممکن است، اما عمق عطر کمتر می‌شود","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","میکس کوتاه، بافت را زنده نگه می‌دارد:","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","حفظ عطر میوه یا مغز بدون شیرینی اضافه","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","فلفلِ تازه‌آسیاب‌شده عطر بیشتری دارد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","ing_all_purpose_flour→ing_rice_flour","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","سرمای بخش پایه، قوام را نگه می‌دارد:","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","پودر سیر عطر تازه و خام مشابه ندارد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","میکس کوتاه برای جلوگیری از کف زیاد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","کنترل دمای آب برای جلوگیری از تلخی","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","فلفلِ تازه‌آسیاب عطر بیشتری دارد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","جایگزین واقعی در همین بافت ندارد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","پیاز سفید نزدیک‌ترین جایگزین است","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","زمان این مرحله حدود 35 دقیقه است","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","سیر تازه بهتر از پودر سیر است","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","تنظیم قوام با شیر یا میوه سرد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","صاف‌کردن یا هم‌زدن بدون گلوله","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","روغن آفتابگردان، با عطر کمتر","ALLOWLISTED","Repeated across Meze draft/hidden QA recipes only; harmless until publication review."
"MEDIUM","سردکردن بخش پایه قبل از میکس","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","تشخیص بافت نرم بدون جداشدگی","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","سرو در دمای مناسب نوشیدنی","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","بی‌دخالت: حدود ۲۵ دقیقه","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","بی‌دخالت: حدود ۳۵ دقیقه","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","تعادل شیرینی با عطر چای","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","ریز خردشده یا رنده‌شده","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","دم‌آوری کوتاه و هدفمند","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","۱ و نیم قاشق چای‌خوری","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","400 میلی‌لیتر (ضروری)","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","2 قاشق غذاخوری (اصلی)","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","1 قاشق غذاخوری (اصلی)","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","گوشت سفت و خشک مانده","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","حدود ۲ پیمانه خردشده","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","نخود کنسروی آبکش‌شده","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","غذا بیش از حد شور شد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","۱ و نیم قاشق غذاخوری","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","گوشت را مزه‌دار کنید","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","پودر کاکائو بدون شکر","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
